185.317638,12.693965
259.920475,11.867664
231.013571,14.414242
175.366645,11.720587
187.120865,14.129732
225.905864,12.100249
208.405157,14.177189
207.075931,14.032738
280.603854,14.232259
202.869352,12.249010
196.704690,13.544264
270.313270,14.602256
192.949791,15.196868
213.572835,14.275035
164.472987,11.918174
177.257505,15.037799
241.774547,14.896945
236.998896,13.126170
219.738056,13.873774
266.385928,13.252745
270.452415,13.954868
261.963077,13.492224
243.489948,12.856101
220.581848,12.364894
163.594986,11.654417
244.763179,13.325722
271.194110,14.840733
201.987843,15.394715
229.928371,14.563533
204.971238,12.284680
173.189897,12.224825
231.513745,11.950531
152.687951,14.831988
163.420501,13.302338
215.947307,13.981090
218.041955,15.249373
251.303540,13.797866
233.331738,13.526206
280.242844,12.406504
243.018664,13.720387
155.671592,12.684600
275.167536,14.638259
151.732198,12.686505
151.323722,14.809868
164.899625,11.729821
282.554251,13.283480
192.983055,11.696054
202.595363,12.964156
220.669906,11.527142
169.974989,12.339546
209.468110,12.709213
232.799236,12.641730
272.800456,15.347480
158.023707,12.336239
226.008130,14.582641
158.643271,12.239211
211.657216,14.174763
271.949270,14.967892
257.156981,11.710929
281.845927,13.958512
161.625635,12.519715
233.801801,13.042560
210.291469,14.718340
261.244182,13.687148
256.980899,13.124020
281.555048,13.920637
280.639228,11.675951
269.163508,13.737509
246.341269,12.270380
224.073336,12.657112
164.239864,11.512747
272.423403,14.183617
177.677934,12.531275
212.855232,14.773149
165.879456,15.371139
277.427953,12.478640
236.505551,12.940390
244.138652,11.847664
213.445394,13.853963
234.574224,14.271182
270.336485,12.465001
170.681233,13.062428
226.791800,15.342115
245.918254,14.453770
281.316802,12.570973
185.027319,13.190163
189.881701,14.104414
278.481379,12.114046
219.922937,14.210312
216.578985,15.154975
249.481228,15.028707
165.088273,12.283054
158.870070,14.817278
279.980519,11.555964
256.549242,14.411325
272.605217,12.581542
246.494920,12.449692
160.264482,14.480816
155.698751,14.298378
188.267433,13.449694
270.356976,12.473632
213.223792,12.920198
175.701420,13.394606
174.520094,14.696030
233.000922,12.632523
281.369174,12.881107
240.619649,14.432895
185.805563,11.547055
270.503143,15.325666
172.980791,12.114421
208.410102,13.890278
283.512655,15.353984
283.360133,12.482278
230.849232,13.243477
181.239310,11.761509
172.778330,12.933807
161.882934,12.102956
156.027950,13.991625
216.516725,12.474212
221.057080,13.197787
238.985685,15.230669
197.694434,14.080606
179.553760,15.259598
233.388485,12.134990
184.701893,12.136605
174.183095,12.727195
261.114510,13.328235
187.417946,13.176303
186.098761,14.434730
157.935468,12.656914
193.638222,12.226078
249.651031,12.220989
190.564981,11.725906
252.004061,12.955452
238.550333,12.368944
152.943026,12.789673
255.173620,14.849783
197.093367,14.887763
156.797105,13.588458
184.752026,13.256311
179.921646,15.074266
190.793580,15.281168
164.727174,13.219324
209.865066,14.337739
196.578006,13.469980
159.510623,12.744126
247.872883,11.923646
212.442316,12.446908
172.340408,11.985262
259.871900,14.246628
201.226574,13.066564
248.341759,13.915825
273.662061,15.177655
215.093585,14.136541
223.530141,12.741142
211.224312,14.384703
224.612091,14.029625
215.754895,15.311911
254.822296,12.023140
259.904784,15.170310
260.248856,12.872433
199.667715,12.472857
157.520136,13.388245
264.814824,14.575246
239.396852,14.888763
238.980373,12.393334
258.425935,12.970080
270.158366,12.805930
162.406763,14.419593
164.532312,14.980858
205.609679,14.620485
157.096741,13.675351
241.380696,12.018021
232.133706,12.072090
191.038532,12.961141
233.644025,12.020475
174.951464,14.625026
246.643212,13.316823
188.070407,14.268819
213.158994,12.746079
268.082236,12.307361
258.578185,13.971272
237.207317,14.228610
251.016591,15.023788
274.278820,12.521956
172.124638,15.085496
177.516954,12.387860
258.709694,15.364442
264.013622,13.566922
200.706050,15.454207
249.369299,14.016374
151.502384,12.280767
151.821389,15.128162
181.922857,12.184085
228.646643,12.312407
223.781833,15.299167
266.627673,12.480510
273.683982,13.097562
220.610006,12.799891
284.994342,12.728294
